,Adresse,latitude,longitude
2402,Hüttenring 5-7 Neuhaus am Rennweg - Piesau 98724,50.5102002,11.2135761
2403,Maschweg 38 Melle 49324,52.1915987,8.3614332
2404,Hohenzollernstraße 40  Sigmaringen  72488,48.0962143,9.2261249
2405,Humboldtstraße 31 Naumburg 6618,51.1610137,11.8149587
2406,Guttmannstraße 1 Karlsbad-Langensteinbach 76307,48.9044069,8.5025893
2407,Neuenkirchener Str.8 Salzbergen 48499,52.3170123,7.3518926
2408,Stahlschmidtsbrücke 20 Hückeswagen 42499,51.1358567,7.3393523
2409,Ruhrstraße 21 Wetter (Ruhr) 58300,51.3843461,7.3869595
2410,Devillestraße 2 Bitterfeld 6749,51.620613,12.3033946
2411,Stadastr. 2 – 18 Bad Vilbel 61118,50.2023586,8.7455033
2412,Berzeliusstraße 10 Hamburg 22113,53.5342385,10.0945025
2413,Dröhbergstraße 3 Suhl 98527,50.5770986,10.7063705
2414,Gotenstrasse 1 Solingen 42653,51.1854782,7.0694225
2415,Dr. Hans-Vogt-Platz 1 Obernzell 94130,48.5640312,13.5799802
2416,Löwentorstraße 65 Stuttgart 70365,48.8099111,9.1912511
2417,Gewerbering 7 Frankenberg 9669,50.9025604,13.0478402
2418,Rumplerstraße 12 Recklinghausen 45659,51.5970021,7.2302487
2419,Karcherstraße 28 Kaiserslautern 67655,49.4353671,7.7609456
2420,Krahnenufer 19 Trier 54290,49.7569177,6.6307858
2421,Bismarkstrasse 57-59 Voelklingen 66333,,
2422,Richardstraße 5-9 Völklingen 66333,49.2572588,6.8525412
2423,Zum Bergwald 1 Kleinblittersdorf 66271,49.128621,7.0516922
2424,Krummeg 3-7 Neunkirchen 66539,49.3499481,7.2233611
2425,Bismarkstrasse 57-59 Voelklingen 66333,,
2426,Bismarkstrasse 57-59 Voelklingen 66333,,
2427,An den Breiten  Wachau 1454,51.1554055,13.9720604
2428,An den Breiten  Wachau  1454,51.1554055,13.9720604
2429,Friedrich-Engels-Allee 143 Wuppertal 42285,51.261261,7.1699899
2430,Rathenaustraße 2 Regensburg 93055,48.9934883,12.1548794
2431,Kirnbacherstraße 1 Wolfach 77709,48.2871119,8.2139244
2432,Rossauweg 14 Neustadt an der Donau 93333,48.7922683,11.7458848
2433,Glasstraße 1 Herzogenrath 52134,50.8744322,6.0926494
2434,Soltauer Chaussee 80 Buxtehude 21614,53.4395042,9.7658547
2435,Taufkirchner Straße 1 Kirchstockach 85649,,
2436,Jakob-Sigle-Straße 58 Türkheim 86842,48.0576223,10.6534561
2437,Kaiser-Wilhelm-Allee 40 Leverkusen 51369,51.015362,6.984879
2438,Sandstraße 140 Mülheim 45473,,
2439,Siemensstraße 8 Michelau in Oberfranken 96247,50.1699437,11.1095617
2440,Gießereistraße 32 Sande 26452,53.5022589,8.0385882
2441,Industriepark 12 Wiebelsheim 56291,50.0746629,7.6267313
2442,Maschstr. 2 Bramsche 49565,52.412149,7.982205
2443,Lamitzmühle 1 Schwarzenbach an der Saale 95126,50.2256083,11.9548286
2444,Am Bahnhof 20 Rödental 96472,50.2890477,11.0390595
2445,Industriepark Höchst Frankfurt am Main 65926,50.0858144,8.5408475
2446,Santander-Platz 1 Mönchengladbach 41061,51.1950055,6.424415
2447,Biberacher Straße73 Ehingen 89584,,
2448,Am Rohof 12 Föritztal 96524,50.3180414,11.1703179
2449,Zur Schefferei 1 Arnsberg 59821,51.4118882,8.0486747
2450,Dürener Straße 40 Elsdorf 50189,50.9296998,6.5622071
2451,Lerchenbergstraße 19 Dornstadt 89160,48.4629465,9.9494609
2452,Walter-Schatt-Allee 1-3 Thansau 83101,47.8245249,12.1541517
2453,Raiffeisenstr. 31 Olpe 57462,50.9960466,7.8423452
2454, Am Industriepark Röslau 95195,50.078011,11.9837926
2455,Redwitzerstraße 50 Marktredwitz 95615,49.9908221,12.049676
2456,Ulrichstr. 13 Gelsenkirchen 45891,51.5490099,7.0844923
2457,Feulersorf 50 Wonsees 96197,,
2458,Schönaicher Straße 205 Böblingen 71032,48.6702495,9.0378559
2459,Geschwister-Scholl-Straße 127 Schönebeck 39218,52.0260548,11.724872
2460,Bahnhofstraße 134 Badbergen 49635,52.6340822,7.9627322
2461,Ziegeleistraße 1 Zeilarn 84367,48.2848673,12.9050702
2462,Petersgmünder Weg 8-10 Roth 91154,49.2001727,11.0483229
2463,Rothenbruck 3 Rothenbruck 91284,49.6210803,11.5480438
2464,Hauptstr. 8 Baar/Schwaben 86674,,
2465,Todtmooser Straße 150 Wehr 79664,47.6522843,7.9258429
2466,Bunsenstrasse 4 Adendorf 21365,53.2895192,10.4312479
2467,Rheinstrasse 25 Nürnberg 90451,49.4137351,11.0563751
2468,Daimlerstraße 9 58840 Plettenberg 58840,51.1968169,7.8266713
2469,Am Bahnhof 3 Thuengen 97289,49.9401714,9.8544628
2470, Vinner Weg 3 Löningen 49624,52.736688,7.7462578
2471,Gräfenau 12 Höfen a. d. Enz 75339,48.7945136,8.5793235
2472,Emil-Ott-Str. 1-5 Kelheim 93309,48.917249,11.8748728
2473,Kreuzauer Str. 18 Dueren 52355,50.7557342,6.5283877
2474,Neckarvorlandstrasse 21-25 Mannheim 68159,49.5012006,8.4511139
2475,Borgholzhausener Straße 1 Melle 49324,52.164238,8.3334531
2476,Hornberger Straße 18 Gutach 77793,48.2241923,8.2226733
2477,Altbuchsland 22 Zerbst 39261,51.9508901,12.0933897
2478,Bruckmannring 22 Oberschleißheim 85764,48.2643839,11.5561352
2479,Wolff-Knippenberg-Straße 1 Amt Wachsenburg 99334,50.8709774,10.9446227
2480,Raschauer Weg 30 Schwarzenberg 8340,50.5363158,12.8033465
2481,Rodheimer Strasse 59 Heuchelheim 35452,50.5902492,8.6339165
2482,Hanns-Martin-Schleyer-Straße 5 Willich 47877,51.2747551,6.5105865
2483,Rodheimer Strasse 59 Heuchelheim 35452,50.5902492,8.6339165
2484,Robert-Bosch-Straße 12 Brackenheim-Hausen 74336,49.0793335,9.0910874
2485,Roßtrappenstraße 62 Thale 6502,51.753278,11.0313357
2486,Zum Sägewerk 9 Hengersberg 94491,48.7640418,13.067339
2487,Augsburger Strasse 52 Weißenburg 91781,49.0217663,10.9650458
2488,"Industriestraße, , 47 Weißenburg in Bayern 91781",49.022204,10.9634157
2489,Lübecker Straße 49-55 Bad Schwartau 23611,53.9149081,10.696145
2490,Haslacher Str. 12 Freiburg 79115,47.9914349,7.8328994
2491,Okenstr. 81a Offenburg 77652,48.4818621,7.9452517
2492,Einsteinstraße 10 Schramberg 78713,48.2313191,8.4248961
2493,August-Mogler-Straße 9 Heilbronn 74080,49.1475577,9.1934314
2494,Hermann-Schwering-Straße 1 Reken 48734,51.8256641,7.0469098
2495,Breiniger Berg 165 	Stolberg 52223,50.744561,6.24874
2496,Am Ostergraben 5 Schkeuditz 4435,51.421305,12.3064347
2497,Dieselstraße 7-11 Ulm 89079,48.3595382,9.9439889
2498,Hans-Schwörer-Str. Hohenstein 72531,48.3267036,9.3318175
2499,Ringstraße 2 Landsberg 6188,48.1265365,10.9957289
2500,Tannenberger Straße 4 Annaberg-Buchholz 9456,50.6051181,12.9910788
2501,Siemensstraße 75 Goch 47574,51.6933326,6.1366475
2502,Albert-Ruckdeschel-Str. 12 Kulmbach 95326,50.1118352,11.4535986
2503,Rother Str. 1 Herrieden 91567,49.2318054,10.5091424
2504,Schützstraße 12 Selters 56242,50.5373144,7.758029
2505,Rauhes Gehege 1 Genthin-Mützel 17139,52.3940131,12.1934341
2506,Am Orschbach 2 Rivenich 54518,49.8851947,6.8369541
2507,Hans-Lorenser-Str. 36 Ulm 89079,48.3587594,9.9495092
2508,Rugbyring 12 Rüsselsheim 65428,49.9867468,8.4006654
2509,Rosenstraße 8 Marburg 35037,50.8178971,8.7693271
2510,Roggenkamp 5 Langwedel 27299,52.9828523,9.1808253
2511,Haystrasse 14-20 Bad Sobernheim 55566,49.7866375,7.6321609
2512,Selitstr. 2 Erbes-Büdesheim 55234,49.7590749,8.0301199
2513,Burgunderstraße 49 Düsseldorf 40549,51.2260003,6.7003669
2514,Oskar-Sembach-Str. 15 Lauf a. d. Pegnitz 91207,49.5060787,11.2826579
2515,Husumer Straße 251 Flensburg 24941,54.7580766,9.4101588
2516,Land-Au 30 Deggendorf 94469,48.8483384,12.9600463
2517,Walter-Hallstein-Straße 24 Mainz 55131,49.977903,8.2845544
2518,Ludwig-Thoma-Straße 7 Unterschleißheim 85716,48.2805634,11.5650059
2519,Tietmeckerweg 1 Lüdenscheid 58513,51.2459785,7.6014253
2520,Schlosserstraße 9 Salzgitter 38229,52.1585512,10.3485252
2521,Am Haupttor Geb. 8322 Leuna 6237,,
2522,Ludwigshafener Straße 1 Wesseling 50389,50.8140525,7.005669
2523,Musbacher Str. 21-23 Dornstetten 72280,48.4864587,8.4956385
2524,Mainzer Straße 1c Bad Ems 56130,50.3269803,7.7311675
2525,Jacobstraße 41 - 45 Ennepetal 58256,51.299206,7.3908197
2526,Karlstraße 15 Minden 32423,52.298604,8.9411569
2527,Höpflinger Weg 8 Siegsdorf 83313,47.8187812,12.6444029
2528,Alfred-Keller-Strasse 55 Siegburg 53721,50.79439,7.2139947
2529,Münchener Straße 20 Herrieden 91567,49.2339973,10.5021698
2530,Siemensstrasse 10 Regensburg 93055,49.0094857,12.1455292
2531,Rheinstrasse 100 Mülheim an der Ruhr 45478,51.4382116,6.8488603
2532,Vogelweiherstr. 1-15 Nürnberg 90441,49.4311336,11.0725812
2533,Siempelkampstraße 45 Krefeld 47803,51.3524074,6.5313017
2534,Siempelkampstraße 45 Krefeld 47803,51.3524074,6.5313017
2535,Tubag-Allee 12 Kruft 56642,50.3902524,7.3444397
2536,Georg-Heyken-Str. 14 Hamburg 21147,53.4826482,9.9019832
2537,Kappelweg 1 Schnelldorf 91625,49.1925203,10.1759799
2538,Magnusstraße 18 Dinslaken 46553,51.5576216,6.7477761
2539,Kreuzauer Str. 33 Düren 52355,50.7793597,6.4889728
2540,Peter-Schuhmacher-Straße 8 Leimen 69181,49.3580977,8.6786958
2541,Borkenstr. 15a Torgelow 17358,53.6341951,14.002546
2542,Naumburger Straße 52 Zeitz 6712,51.0575705,12.1187148
2543,Wöhrmannstraße 18 Kalkar 47546,51.7004625,6.3377496
2544,Berthelsdorfer Str. 113 Freiberg 9599,50.9000797,13.3546147
2545,Industriestraße 300 Hürth 50354,50.8551338,6.8470581
2546,Sulgener Straße 21-23 Aichhalden 78733,48.258369,8.4107892
2547,Fritz-Henkel-Str. 8 Genthin 39307,52.4132971,12.1707025
2548,David-Hansemannstraße 1-25 Übach-Palenberg 52531,50.9158711,6.1459052
2549,Georg-Simon-Ohm-Straße 50 Traunreut 83301,47.951453,12.607565
2550,Andreasberger Strasse 6 Herzberg 37412,51.6641624,10.3624531
2551,Unterm Bahnhof 10 Schmalkalden 98574,50.7206176,10.3538206
2552,Industriepark 1 Melle 49324,52.1983006,8.3084586
2553,Frauenberger Weg 20 Solnhofen 91807,48.8856569,10.9972858
2554,Erlenbachweg 13 Bad Mergentheim 97980,49.4952447,9.794043
2555,Tegelbarg 19-21 Bad Bramstedt 24576,53.9295686,9.893956
2556,Bahnhofsweg 3 Elsholz 14547,52.2038917,12.9509018
2557,Einstenstraße 10 Erolzheim 88453,,
2558,Ottostraße 8 Kiel 24145,54.2734113,10.1538608
2559,Ulanenstraße 1-3 Lingen 49811,52.5523921,7.3537631
2560,Lechfeldstraße 2 Mering 86415,48.2697996,10.9508666
2561,Siedinghausen 19-21 Versmold 33775,52.0496458,8.2347803
2562,Radinkendorfer Str. 71 Beeskow 15848,52.1817128,14.2529692
2563,Grecostr. 1 Meppen 49716,52.7074505,7.3583099
2564,Sigmaringer Straße 40 Krauchenwies 72505,48.0336741,9.247846
2565,Waldstraße 4  Rötha 4571,51.1937521,12.4135604
2566,Spenglerallee 18-20 Zwenkau 4442,51.2085625,12.3359269
2567,Henry-van-de-Velde-Str. 2 Weimar 99425,50.9603339,11.3222192
2568,Buger Straße 80 Bamberg 96049,49.8671849,10.8905602
2569,Müllersweg 1 Gotha 99867,50.9683221,10.7050384
2570,Amalienstraße 24 Karlsruhe 76133,49.0088532,8.3924731
2571,Aluminiumstraße Hamburg 21129,53.5145805,9.887076
2572,Aluminiumstraße 3 Grevenbroich 41515,51.0780125,6.6191218
2573,Glasstr. 1 Herzogenrath 52134,50.8744322,6.0926494
2574,Im Gewerbepark 14 Melle 49326,52.2163325,8.2627657
2575,Orpethaler Straße 26 Diemelstadt 34474,51.5073596,8.9850678
2576,Gallwitzalle 123-143 Berlin 12249,,
2577,Ernestus-Platz 1 Andernach 56626,50.4407047,7.4047772
2578,Am Frankfurter Tor 25 Hanau 63450,50.1352215,8.9121809
2579,Kaiserstraße 5 Badenweiler 79410,47.8018163,7.6713455
2580,Bätznerstraße 85 Bad Wildbad 75323,48.7487214,8.5488208
2581,Konrad Adenauer Straße 13 Lörrach 79540,47.5981168,7.6613572
2582,Saarmunder Weg 50 Michendorf 14552,52.2858649,13.0691782
2583,Scharfenberger Str. 152 Dresden 1139,51.0726705,13.6824911
2584,Hammerweg 23 Dresden 1127,51.0900166,13.742041
2585,André-Pican-Str.42 Oranienburg 16515,52.7498328,13.2576448
2586,Schillerstraße 1 Stendal 39576,52.5498496,11.9728141
2587,Lindenstraße 30 Bad Aibling 83024,47.8587133,12.0050342
2588,Universitätsstraße 30 Bayreuth 95447,49.9270796,11.5872266
2589,Schachtstr. 40 Bernburg 6406,51.7423919,11.8124229
2590,Berliner Straße 8 Bietigheim-Bissingen 74321,48.9420187,9.144083
2591,Herrenberger Str. 130 Böblingen 71034,48.677887,8.9801343
2592,Auf der Lausward 75 Düsseldorf 40221,51.2228141,6.7355893
2593,Zum Krückaupark 2 Elmshorn 25337,53.7550668,9.6748608
2594,Südring 35 Eschwege 37269,51.1852249,10.0323608
2595,Franklinstraße Gelnhausen 63571,50.2046185,9.1761506
2596,Demianiplatz 23 Görlitz 2826,51.1528105,14.9858111
2597,Alvensleber Landstr. 1 Haldensleben 39340,52.2785903,11.3945939
2598,Czernyring 22 Heidelberg 69115,49.4006265,8.675931
2599,Hans-Bunte-Straße 1 Heidelberg 69123,49.4074963,8.6509599
2600,Hasselfelde 30 Kiel 24149,54.3408555,10.1815797
2601,Eisenbahnstraße 14 Ludwigsburg 71636,48.8859404,9.1874343
2602,HH Kurt-Wein-Str 10 Lutherstadt Eisleben 6295,,
2603,Altstadtstraße 23 Lünen 44534,51.6188621,7.5153293
2604,An den Kuckuckstannen 1 Marsberg-Leitmar 34431,51.3940827,8.8610798
2605,Große Ritterstraße 9 Merseburg 6217,51.3557742,11.9960616
2606,Am Mittelhafen 11 Münster 48155,51.9502749,7.6405244
2607,Am Heizkraftwerk 21 Neustrelitz 17235,53.3612098,13.0883166
2608,Pettenkoferstraße 20 Pirmasens 66955,49.1931953,7.61935
2609,Hamburger Straße 2 Riesa 1591,51.3168993,13.2635368
2610,Färberstraße 47 Rosenheim 83022,47.8563789,12.1315572
2611,Lindenstraße 9 Rotenburg (Wümme) 27356,53.1093357,9.4088371
2612,Untertürkheimer Straße 5 Saarbrücken 66117,49.2136232,6.9787549
2613,Juri Gagarin Str. 27 Sangerhausen 6526,51.4533787,11.2984512
2614,Alfred-Leikam-Str. 16 Schwäbisch Hall 74523,49.1121462,9.7857386
2615,Mühlenweg 17 Soltau 29614,52.9922127,9.8403966
2616,Hohensteiner Str. 43 Stollberg 9366,50.7124924,12.7634186
2617,Johannes-R.- Becher Straße 28 Weißenfels 6667,51.1988284,11.9435005
2618,Am Kupferhammer 38 Wernigerode 38855,51.850075,10.802503
2619,Veitshöchheimer Straße 1 Würzburg 97080,49.8007405,9.923902
2620,Hofer Str. 16/17 Röslau 95195,50.082751,11.979334
2621,Scherlingstraße 82 Iserlohn 58640,51.4376767,7.6495051
2622,Max-Aicher-Allee 1+2 Ainring 83404,47.7944512,12.9517613
2623,Am Kanal 134 Apen 26689,53.2403938,7.7731385
2624,Castroper Straße 228 Bochum 44791,51.4913824,7.2463872
2625,Oldendorfer Straße 64 Melle 49324,52.2330249,8.3167517
2626,Im Altgefäll 9 Pforzheim 75181,48.8885088,8.748375
2627,Dr.-Wilhelm-Roelen-Straße 129 Duisburg 47179,51.5282645,6.7166322
2628,Eupener Str. 70 Düsseldorf 40549,51.2293227,6.6915413
2629,Warnowpier 431 Rostock 18069,54.1157091,12.087328
2630,Am Nordhafen 5 Papenburg 26871,53.0971287,7.3954691
2631,Stadtstraße 20 Glückstadt 25348,53.7809436,9.4289414
2632,Bahnhofstr. 78/80 Steinfeld 49439,52.5896759,8.2071766
2633,Tenter Weg 13 Remscheid 42897,51.1757712,7.2439762
2634,Industriestraße 8 Binsfeld 54518,49.9679371,6.714613
2635,Industriestraße 8 Stendal 39576,52.5846101,11.8714295
2636,Kasteler Str. 45 Wiesbaden 65203,50.047631,8.2421634
2637,Dr.-Stiebel-Str. 33 Holzminden 37603,51.8138667,9.4436319
2638,Angelina-Martin-Straße 8 Ursberg 86513,48.2683739,10.4467774
2639,Große Straße 41 Ibbenbüren 49477,52.278612,7.71381
2640,Ringstraße 58 Bad Kreuznach 55543,49.8367825,7.8636098
2641,Herrenhöfer Landstraße 5 Ohrdruf 99885,50.8408908,10.7053826
2642,Herrenhöfer Landstraße 5 Ohrdruf 99885,50.8408908,10.7053826
2643,Malmöstraße 1 Lübeck 23560,53.8372833,10.6655409
2644,Spinnereistraße 15 Mainleus 95336,50.0995483,11.3837451
2645,Tevesstraße 1C Blumberg 78176,47.8390578,8.5359154
2646,Freihungsand 3 Freihung 92271,49.6342748,11.8730926
2647,Ströherstraße 2-10 Dillenburg 35683,50.7512545,8.2752713
2648,Untermainanlage 11 Frankfurt am Main 60311,50.1081049,8.6734957
2649,Dennhäuser Straße 122 Kassel 34134,51.2781559,9.4845236
2650,Karl-Wilhelm-Heck-Straße 8 Bad Wurzach 88410,47.9113649,9.9049968
2651,Salzdahlumer Straße 90 Braunschweig 38126,52.2384278,10.5452476
2652,Friedrichstraße 41 Dresden 1067,51.0577571,13.7154958
2653,Industriestraße 6 Dinklage 49413,52.6677194,8.1286143
2654,Berliner Straße 22 - 32 Weißwasser 2943,51.5041745,14.6358895
2655,Greifswalder Chaussee 84 - 85 Stralsund 18439,54.2898327,13.0952418
2656,Kaiser-Wilhelm-Str. 5 Ludwigshafen 67059,49.4822645,8.4504206
2657,Gustav-Siegle-Str. 19 Besigheim 74354,48.9990485,9.1368473
2658,Hoennetalstraße 110 Hemer 58675,51.376317,7.7812525
2659,Mainzer Str. 41 Gernsheim 64579,49.7688599,8.4782373
2660,Eisenhämmerstraße 9 Sulzbach-Rosenberg 92237,49.495983,11.7774132
2661,Ferdinand-von-Steinbeis-Ring 10 Sternenfels 75447,49.0549279,8.8433836
2662, Weichertstraße 7 Aschaffenburg 63741,49.9859187,9.1578461
2663,Bahnhofstraße 24  Schönborn 3253,,
2664,Lindhorst 4 Boizenburg / Elbe 19258,53.3839052,10.7754883
2665,Rheingewannweg 10 Worms 67547,,
2666,Alter Postweg 35 Buxtehude 21614,53.462109,9.717924
2667,Röntgenstraße 6 Hörstel 48477,52.3118411,7.6093684
2668,Dr.-Steudner-Str. 75b Sebnitz 1855,50.9828991,14.2670232
2669,Uhlandstrasse 7 Sömmerda 99610,51.1661524,11.1229945
2670,Ernst-Frenzel-Str. 1a Obertraubling 93083,48.9739567,12.1595701
2671,Sinning 1 Rohrdorf 83101,47.7928494,12.182373
2672,Friedrich-Schmidt-Straße 1 Waldkraiburg 84478,48.2200809,12.4128555
2673,Angerstrasse 2 Ampfing 84539,48.2622235,12.4300855
2674,Steinbeisstr. 17 Ulm 89079,48.3680272,9.9561129
2675,Jägerstraße 23 Ochsenhausen 88416,48.0632358,9.9638503
2676,Bergrat Bilfinger Straße 3 Bad Friedrichshall 74177,49.2162467,9.2116871
2677,Industriestraße 7 Illingen 75428,48.9579808,8.9366947
2678,Schlossstraße 20  Eislingen/Fils 73054,,
2679,Am Schiens 10 Magdeburg/Biere 39222,,
2680,Blumenthaler Straße Ausbau 7 B Torgelow 17358,53.6397743,14.0046906
2681,Hüttenstraße 21 Saalfeld 7318,50.6502194,11.3675468
2682,In den Seewiesen 26 Heidenheim 89520,48.6918583,10.1649178
2683,Hans-Bunte-Straße 19 Freiburg 79108,48.0310629,7.8583458
2684,Siemensstraße 13 Speyer 67346,49.333141,8.4208381
2685,Innovativ-Ring 5 Dinkelsbühl 91550,49.0997914,10.2500691
2686,Herrenteich 78 Melle 49324,52.2015172,8.3409979
2687,"Im Industriegelände, 60-66 Versmold 33775",52.0534265,8.1440024
2688,Justus-von-Liebig-Straße 33 Alzey 55232,49.7532231,8.1414047
2689,Bruckbach 15 Wolnzach 85283,48.5966112,11.5743535
2690,Mülheimer Str. 16-22 Mannheim 68219,49.4259978,8.5275786
2691,Lüschershofstr. 80 Essen 45356,51.4957735,6.9707444
2692,Aluminiumstrasse 4 Grevenbroich 41515,51.0800969,6.6178887
2693,Galileo-Allee 6 Aldenhoven 52457,50.9074162,6.2315313
2694,Julius-Saxler-Straße 2 Daun 54550,50.2153675,6.8416051
2695,Hohendorfer Straße 20 Schönebeck 39218,52.0169406,11.6923402
2696,Mülheimer Str. 26 Troisdorf 53840,50.8253373,7.1489133
2697,AM Brabrinke 1-4 Hannover 30519,52.3238445,9.7858513
2698,Rammersdorfer Str. 8 Leutershausen 91578,49.3025436,10.4143124
2699,Industriestr. 34 Haiterbach 72221,48.5064897,8.6322704
2700,Breitscheidstraße 160 Rudolstadt 7407,50.6862099,11.3293713
2701,Industriestr. 40 Zülpich 53909,50.6968166,6.6694362
2702,Lehnitzstraße 70-98 Oranienburg 16515,52.7529721,13.2451072
2703,Siemensstraße 10a Glinde 21509,53.5273238,10.2331072
2704,Raschplatz 1 Bramsche 49565,52.4055051,7.9937998
2705,Seedammweg 10 Bad Homburg v.d.H. 61352,50.2248119,8.6319257
2706,Am Oberhafen 2 Berlin 12057,52.4658869,13.4511018
2707,Sandstr. 16a Solingen 42655,51.1776586,7.0727396
2708,Hauptstraße 320  Ludwigshafen 67063,49.4505138,8.4273391
2709,Hannoversche Straße 2 Kassel 34134,51.3471423,9.4608084
2710,Matthäus-Merian-Straße 6 Lohfelden 34253,51.2691179,9.5281825
2711,Kuhnbergstraße 6 Göppingen 73037,48.6629856,9.6810793
2712,Theresienstraße 2 Heilbronn 74072,49.1350934,9.2062436
2713,Kleyerstraße 75 - 87 Frankfurt 60326,50.0960148,8.6298949
2714,Ohmstr. 1 Karlsruhe 76229,49.0266962,8.4725927
2715,Fabrikzeile 21 Hof 95028,50.3172701,11.9218097
2716,Am Windrad 5 Heinsdorfergrund 8468,50.598629,12.3238532
2717,Herrlinghausen 75 Wermelskirchen 42929,51.1183731,7.1964429
2718,Terminalstr. Nord 1 München-Flughafen 85356,,
2719,Gerberstr. 49 Backnang 71522,48.9444972,9.4252201
2720,Rudolf-Diesel-Strasse 14 Prüm 54595,50.2135646,6.4469147
2721,Haggertystrasse 1 Freising 85356,48.3964885,11.7713902
2722,Industriestraße 18 Riedlingen 88499,48.1544277,9.4921673
2723,Gabersee 39 Wasserburg am Inn 83512,48.0623144,12.2032052
2724,Lohmühle 1 Selb 95100,50.1812496,12.1386978
2725,Thalesplatz 1 Ditzingen 71254,48.815173,9.0609291
2726,Hüttenstraße 45 Kreuztal 57223,50.9544178,7.9925266
2727,Mittel-Loxten 37 Versmold 33775,52.0603755,8.1681559
2728,Berliner Straße 1 Bad Hersfeld 36251,50.8597259,9.7124473
2729,Industriestraße 11 Neunburg vorm Wald 92431,49.3378,12.400899
2730,Weißenthurmer Straße 1 Andernach 56626,50.3982758,7.417113
2731,Feldsteinstraße 1 Themar 98660,50.5057285,10.619935
2732,Am Kurpark 1 Bad Krozingen 79189,47.9164639,7.6919167
2733,Industriepark Höchst Frankfurt am Main 65926,50.0858144,8.5408475
2734,Kurallee 1 Bad Füssing 94072,48.3545948,13.31323
2735,Thermalbadstr. 18 Bad Rodach 96476,50.3333655,10.7649082
2736,Industrie- u. Gewerbegebiet Lauta Straße B Nr. 5 Lauta 2991,,
2737,Fritz-Bolland-Str. 2 Rudolstadt 7407,50.686953,11.3316814
2738,Am Kalkberg 1 Osterode 37520,51.7335425,10.2313198
2739,Gewerbepark 15 Hatten 26209,53.0606509,8.3574655
2740,Kastanienstraße 1 Münchenbernsdorf-Lederhose 7589,50.8057543,11.9171862
2741,Werkstr. 3 Iserlohn 58640,51.4240627,7.6684828
2742,Albert Einstein Str 13 Grafschaft 53881,50.5678875,7.0280006
2743,Landwehrstraße 1 Speyer 67346,49.3359792,8.4207232
2744,Kurt-Schumacher-Str.95 Gelsenkirchen 45881,51.5238296,7.0881309
2745,Rainweg 68 Saalfeld 7318,50.6456452,11.3436957
2746,In der Mark 2 Rheda-Wiedenbrück 33378,51.8610952,8.3234884
2747,Birkenallee 1 Neusäß 86356,48.4010349,10.823855
2748,Ringstraße 5 Boizenburg 19258,53.3775648,10.7643841
2749,In der Mark 100 Weroth 56414,50.4676718,7.9493944
2750,Otto-Roelen-Str. 3 Oberhausen 46147,51.5253204,6.7982404
2751,"Industriegebiet Süd, 25541 Brunsbüttel Brunsbüttel 25541",53.9020204,9.1939337
2752,Am Wasserturm 3b Coswig (Anhalt) 6869,51.8877812,12.4209068
2753,Albert-Einstein-Straße 11 Hildesheim 31135,52.1582606,9.9958856
2754,Schockenriedstraße 1 Stuttgart 70565,48.7270224,9.116696
2755,Werner-Haepp-Str 1 Bodenwöhr 92439,,
2756,Trianelstr. 1 Hamm 59071,51.6741882,7.9278736
2757,Max-Planck-Straße 34 Viernheim 68519,49.5488445,8.5888074
2758,Harenzhofen 25 Velburg 92355,49.2302387,11.6005158
2759,Agathazell 14 Burgberg 87545,47.5532313,10.280926
2760,Industriestraße 3 Neunburg vorm Wald 92431,49.3396323,12.393976
2761,Duvenstr. 82-92 Mönchengladbach 41199,51.1480825,6.4501019
2762,"Max-Eyth-Straße, 1 Gießen 35394",50.5903821,8.7144361
2763,Finsinger Feld 1 Ottobrunn 85521,48.0701654,11.6513547
2764,Adlerstraße 7 Essen 45307,51.4640654,7.1024797
2765,Dudenstraße 28 28 Mannheim 65760,49.5012815,8.5002843
2766,In der Mark 2 Rheda-Wiedenbrück 33378,51.8610952,8.3234884
2767,Heisinger Str. 6 Dietmannsried 87463,47.8067346,10.2912565
2768,Am Kreuzstein 5 Kulmbach 96326,50.1023505,11.4407799
2769,Herrmannstrasse 7 Bühl 77815,48.6945963,8.1433713
2770,Ringstraße 10 Meißen 1662,51.2818917,13.4228721
2771,Am Fuchsloch 3 Döbeln 4720,51.111671,13.1855116
2772,Industriestraße 2 Monheim 40789,51.0691228,6.8963155
2773,Dechsendorfer Str. 11 Erlangen 91054,49.605057,10.9967241
2774,Münsterstraße 9-15 Hilter 49176,52.1354542,8.1252697
2775,Industriestraße 18a Bremervörde 27432,53.4934528,9.1144134
2776,Friedrich-Haindl-Straße 10 Schongau 86956,47.8081062,10.9023687
2777,Carl-Friedrich-Benz-Straße 46-48 Delitzsch 4509,51.5105403,12.3006916
2778,"Brüssower Allee, 85 Prenzlau 17291",53.3292974,13.8855625
2779,Brüssower Allee 88 Prenzlau 17291,53.3264583,13.8845489
2780,Steinbeisstraße 17 Ulm 89079,48.3680272,9.9561129
2781,Trottäcker 48 Bad Säckingen 79713,47.5523419,7.9217175
2782,Habenhauser Landstraße 70 Bremen 28277,53.0516337,8.8281987
2783,Langnesestraße Heppenheim (Bergstraße) 64646,49.6361521,8.6181749
2784,Twölv Grasen 1 Friedeburg 26446,53.4531434,7.9081687
2785,Im Handelsteich 18 Dettingen/Erms 72581,48.5181502,9.359879
